author,title,publish_place
 Olivier Lichtarge,Geometry-inspired Optimization Methods for Structural Motifs for Protein Function Prediction,N/A
 John Hicks,Index to Volume 66 ASDC Journal of Dentistry for Children,N/A
 John Hicks,"Pediatric Surgery Vol 47, No 12, December 2012",N/A
 John Hicks,46H AUTHOR INDEX,N/A
 John Hicks,Index to Volume 68 ASDC Journal of Dentistry for Children,N/A
 John Hicks,"Rhabdomyosarcoma and undifferentiated sarcoma in childhood and adolescence: Clinical presentation, diagnostic evaluation, and staging",N/A
 David Eyre,SAOS-2 OSTEOSARCOMA CELLS USE EWS/ERG-RESPONSIVE CIS-ELEMENTS TO INDUCE COL11A2 COLLAGEN GENE EXPRESSION,N/A
 David Eyre,"Home address: 1950 Alaskan Way,# 336",N/A
 David Eyre,IDENTIFICATION OF MATRILIN-3 IN ADULT HUMAN ARTICULAR CARTILAGE,N/A
 David Eyre,Developmental Modifications In Type I Collagen Highlight Tissue-Defining Variances Between Ligament And Tendon,DISCOVERIES 2016
 David Eyre,CROSS-LINKING OF THE MINOR COLLAGENS TO TYPE II N-PROCOLLAGEN IN THE EXTRACELLULAR MATRIX OF CULTURED CHONDROCYTES,N/A
 Brendan H. L. Lee,"Ocular complications of pemphigus, pemphigoid and epidermolysis bullosa acquisita: A prospective study",AUSTRALASIAN JOURNAL OF DERMATOLOGY
 Brendan H. L. Lee,65 Quality of death of renal patients dying in acute hospital–does renal supportive care (rsc) lead to better deaths?,N/A
 Brendan H. L. Lee,066 Methods for grading severity of ocular involvement in patients with mucous membrane pemphigoid,Journal of Investigative Dermatology
 Brendan H. L. Lee,PROSPECTIVE STUDY ON THE OCULAR MANIFESTATIONS IN EPIDERMOLYSIS BULLOSA AND AUTOIMMUNE BLISTERING DISEASES,Investigative Ophthalmology & Visual Science
 Jose Luis Rosa,El riego deficitario mantiene la calidad postcosecha de nectarina extratemprana,N/A
 Jose Luis Rosa,DISPOSITIVO ELECTRO-ÓPTICO PARA MEDIR LA VELOCIDAD DE PROPAGACIÓN DE DESCARGAS ELÉCTRICAS,N/A
 Jose Luis Rosa,"CAMBIOS TEMPORALES EN EL ORIGEN DE LA"" MATERIA ORGANICA EN LAS MARISMAS DEL RIO MINO (NW PENINSULA IBERICA) MEDIANTE MARCADORES LIPIDICOS TEMPORAL CHANGES IN THE ORGANIC MA …",N/A
 Jose Luis Rosa,Fast characterization of wildfire effects on soil organic matter by analytical pyrolysis,N/A
 Jose Luis Rosa,1 Reduction of silver solubility by humic acid and thiol ligands during acanthite (ß-Ag2S) dissolution,N/A
 Jeannie Chen,SUPPLEMENTAL INFORMATION CHANNEL MODULATION AND THE MECHANISM OF LIGHT ADAPTATION IN MOUSE RODS,Journal of Neuroscience
 Jeannie Chen,"Volume 123, No. 6, June 2004. Pages 729–741. Fig. 2 B appeared incorrectly in the original version of this article. The labeling was missing from the x axis. The corrected Fig …",N/A
 Jeannie Chen,"The Na/Ca 2, K exchanger NCKX4 is required for efficient cone-mediated vision",N/A
 Jeannie Chen,"Bambara, RA, see DeStefano, JJ (1131) 270 Bamberg, K., Mercier, F., Reuben, MA, Kobayashi, Y., Munson, KB and Sachs, G. cDNA cloning and membrane topology of the rabbit gastric …",Biochimica et Biophysica Acta (BBA)-Gene Structure and Expression
 Jeannie Chen,Supplemental Data Enhanced Arrestin Facilitates Recovery and Protects Rods Lacking Rhodopsin Phosphorylation,Current Biology
 Ana Mendez,"Recuperation of a Degraded Area: The Paúl da Goucha Environmental Restoration Project (Alpiarça, Portugal)",N/A
 Ana Mendez,CAPÍTULO 5 ESCUTA ANALÍTICA DO SOFRIMENTO E O SABER-FAZER DO CLÍNICO DO TRABALHO1,Organização do trabalho e adoecimento: uma visão interdisciplinar
 Ana Mendez,Escucha política y clínica del sufrimiento en el trabajo: contribuciones desde las prácticas en clínica brasileña de psicodinámica del trabajo,Apuestas de investigación
 Ana Mendez,"O PINTOR DO FOGO SENTIDO, LONGEVIDADE E ESTILOS DE VIDA EM QUERUBIM LAPA",N/A
 Ana Mendez,CLÍNICA PSICODINÂMICA DO TRABALHO E POLÍTICAS PÚBLICAS DE SAÚDE DO TRABALHADOR,Nuevos contextos y retos al rol del profesional de la Salud Mental.............
 Larry S. Schlesinger,Supplemental Information Caspase-11 Promotes the Fusion of Phagosomes Harboring Pathogenic Bacteria with Lysosomes by Modulating Actin Polymerization,Immunity
 Larry S. Schlesinger,Pharmacological Exploitation of an,Trends in pharmacological sciences
 Larry S. Schlesinger,Pseudo-Outbreak,N/A
 Larry S. Schlesinger,Innovations in receptor-targeted precision imaging at Navidea: diagnosis up close and personal,N/A
 Larry S. Schlesinger,"Our thanks to all those who have helped with this issue of Future Microbiology. Listed below are authors, referees and others who have kindly given their time, effort and …",N/A
 Brigitte Mauch-Mani,First trials of pathogens cleansing with Bacillus amyloliquefaciens and Trichoderma atroviride to remove opportunistic pathogens in trees.,N/A
 Brigitte Mauch-Mani,The next issue of this journal,Science Education
 Brigitte Mauch-Mani,CELL BIOLOGY TRENDS,Journal of Lipid Research
 Brigitte Mauch-Mani,ß-aminobutyric acid-mediated tolerance to freezing reveals possible connection between biotic and abiotic stress responses,N/A
 Brigitte Mauch-Mani,Arabidopsis to Peronospora parasitica,The Plant Cell
 Pablo Vera_,Estratégias reprodutivas dos machos de abelhas melíferas e sem ferrão,N/A
 Pablo Vera_,Subprojeto 3.3 Anexo 15,N/A
 Pablo Vera_,"A interrupção da construção de células de cria e postura em Plebeia remota (Holmberg)(Hymenoptera, Apidae, Meliponini)",N/A
 Pablo Vera_,WIRELESS BEE: UMA PROPOSTA DE TELEMETRIA DE VARIÁVEIS CLIMÁTICAS EM COLMÉIAS VIA GPRS/GSM,N/A
 Pablo Vera_,"NINHOS-ARMADILHA PARA A CAPTURA DE ENXAMES DE ABELHAS SEM FERRÃO (HYMENOPTERA, APIDAE MELIPONINI).",N/A
 Song Wang,Supplementary Materials: Visual Attention Consistency under Image Transforms for Multi-label Image Classification,Proceedings of the IEEE/CVF Conference on Computer Vision and Pattern Recognition
 Song Wang,A Fast 3D Correspondence Method for Statistical Shape Modeling,2007 IEEE Conference on computer vision and pattern recognition
 Song Wang,Detecting the Inferior Thoracic Aperture using Statistical Shape Models,N/A
 Song Wang,Contextual and Non-Combinatorial Feature Extraction: Augmented Feature Representation and Its Application to Shape Representation,N/A
 Song Wang,Robust Edge Grouping with Region Information,N/A
 Xiaojuan Chi,Aggregation With Feature Detection,Proceedings of the IEEE/CVF International Conference on Computer Vision
 Xiaojuan Chi,Object-aware Feature Aggregation for Video Object Detection,arXiv preprint arXiv:2010.12573
 Xiaojuan Chi,Deep multilevel contextual networks for biomedical image segmentation,Handbook of Medical Image Computing and Computer Assisted Intervention
 Xiaojuan Chi,Self-supervised Learning of Decomposed Object-wise 3D Motion and Depth from Monocular Videos,Target
 Xiaojuan Chi,ICNet for Real-Time Semantic Segmentation on High-Resolution Images—Supplementary Material,N/A
 Shile Huang,RADIOIMMUNOASSAY FOR CHLORAMPHENICOL IN ANIMAL PRODUCTS,N/A
 Shile Huang,Both mTORC1 and mTORC2 are involved in the regulation of cell adhesion,Oncotarget
 Shile Huang,Ganoderma lucidum-Lingzhi or Reishi mushroom-and Cancer,N/A
 Shile Huang,Cryptotanshinone inhibits lymphatic endothelial cell tube formation by,Cancer Prevention Research
 Shile Huang,Abstract| PDF| Full Text| Order a Reprint| https://doi. org/10.18632/genesandcancer. 166,Genes & cancer
 Dan Frampton,Objectifying the Unknown: The Catholic Art of Graham Sutherland,Logos: A Journal of Catholic Thought and Culture
 Dan Frampton,The Haunting of MR James: An “English Catholic Sensibility”?,Logos: A Journal of Catholic Thought and Culture
 Dan Frampton,GK Chesterton’s Ideal of “Christian Courage”,N/A
 Dan Frampton,"The ‘Old Western Men’: A Religious Mode of Response to the Conditions of ‘Secular’Modernity, 1900-1970","The ‘Old Western Men’: A Religious Mode of Response to the Conditions of ‘Secular’Modernity, 1900-1970"
 Ravinder K. Kanda,"Phylogeography, Population Genetics, and Conservation of Javan Gibbons (Hylobates moloch)",International Journal of Primatology
 Ravinder K. Kanda,RNA-seq Analysis of Host and Viral Gene Expression Highlights Interaction between,PLoS pathogens
 Ravinder K. Kanda,Exploring the effects of immunity and life history on the,N/A
 Ravinder K. Kanda,Diversity in the human pseudoautosomal region,N/A
 Ravinder K. Kanda,Genomic diversity in humans,Nature Reviews Genetics
 Paul Kellam,"Department of Veterinary Medicine, University of Cambridge, Cambridge CB3 0ES, UK b The Wellcome Trust Sanger Institute, Hinxton, Cambridge CB10 1SA, UK",N/A
 Paul Kellam,"Methods, compounds and compositions relating to activating a latent virus",N/A
 Paul Kellam,Focused Calibration of Microarray Images,N/A
 Paul Kellam,Using Domain Knowledge and Shift of Origin in Clustering Similarity Data,N/A
 Judith Breuer ,MJA 2008; 188 (3): 171-176,Medical Journal of Australia
 Judith Breuer ,Strong indirect effects of herbivores in an African savanna,EVOLUTION
 Judith Breuer ,Varicella Zoster: Virus and Disease,CORNEA-NEW YORK-
 Judith Breuer ,"Allison Abendroth, Ann M. Arvin and Jennifer F. Moffat",N/A
 Judith Breuer ,Author’s Name Author’s Initial,N/A
 Chadanat Noonin,Whole-mount in situ hybridization: minimizing the folding problem of thin-sheet tissue-like crayfish haematopoietic tissue,Crustaceana
 Chadanat Noonin,"Hemocyte Homeostasis and Infection in the Freshwater Crayfish, Pacifastacus leniusculus",N/A
 Chadanat Noonin,Crayfish hematopoietic tissue as a model for stem cell development in arthropods,N/A
 Chadanat Noonin,TEPs (thioester containing proteins) and ficolins: structure and function in a crustacean,N/A
 Chadanat Noonin,Crustacean hematopoietic factor: a regulator of hemocyte homeostasis,N/A
 Aleksandar D. Kostic,CoproID predicts the source of coprolites and paleofeces using microbiome composition and host DNA content,PeerJ
 Aleksandar D. Kostic,THE ARCHITECT IN PLATO’S STATESMAN,N/A
 Aleksandar D. Kostic,Aether Supplementary Materials,ACM Transactions on Graphics (TOG)
 Aleksandar D. Kostic,microbiota interactions in animal models and humans− Exploring host,Genes & development
 Aleksandar D. Kostic,Best of Supplement—Best of Cell Host & Microbe 2013,Cell host & microbe
 Pradeep Bist,"9 Regulation of Endotoxin Tolerance by Myeloid Differentiation Factor 88-Independent Signaling and its Downstream Cytokine, Interferon Beta",Cytokine
 Pradeep Bist,ENZYME CATALYSIS AND REGULATION-Identification and Mutational Analysis of Me2+ Binding Site in EcoP151 DNA Methyltransferase. INVOLVEMENT IN TARGET BASE EVERSION.,Journal of Biological Chemistry
 Pradeep Bist,"Serotyping of foot-and-mouth disease virus by antigen capture reverse transcriptase/polymerase chain reaction (vol 80, pg 45, 1999)",Journal of virological methods
 Pradeep Bist,Serotyping of foot-and-mouth disease virus from aerosols in the infected area,N/A
 Pradeep Bist,Corrigendum to'Serotyping of foot-and-mouth disease virus by antigen capture reverse transcriptase/polymerase chain reaction'-[J. Virol. Methods 80 (1999) 45-52],Journal of virological methods
 Richa Tyagi,Biochemical And Functional Characterization Of Evolutionarily Conserved Metallophosphoesterases The 239FB/AB Family,N/A
 Richa Tyagi,Selective loss of synaptic protein MARCKS in HIV-1 encephalitis is mediated by Tat-induced NMDA receptor excitation,JOURNAL OF NEUROVIROLOGY
 Richa Tyagi,2-[2-(Hydroxymethyl) phenyl]-1-(1-naphthyl) ethanol,Acta Crystallographica Section E: Structure Reports Online
 Richa Tyagi,EPR Studies of Doped PEDOP and PProDOP,N/A
 Richa Tyagi,Impact of Retransmission Limit on Slotted Aloha Based Preamble Contention in LTE-Advanced Network,IEEE Systems Journal
 John D. York,"GENES, BRAIN DEVELOPMENT, AND SCHIZOPHRENIA",Neuroimage
 John D. York,Comparative expression of autism candidate genes in subgroups of central neurons isolated from post-mortem brains between autistic and control subjects.,N/A
 John D. York,Receptor tyrosine phosphatase-gamma (RPTPgamma) is a marker for pyramidal cells and sensory neurons in the nervous system and is not necessary for normal development.,N/A
 John D. York,Multiplex ligation-dependant probe amplification for genetic screening in autism spectrum disorders: Efficient identification of known microduplications and identification of a …,BMC Medical Genomics
 John D. York,Multiplex ligation-dependent probe amplification for genetic screening in autism spectrum disorders: Efficient identification of known microduplications and identification of a …,BMC Medical Genomics
 Solomon H. Snyder,INTERNATIONAL MULTIDISCIPLINARY JOURNAL DEVOTED TO FUNDAMENTAL RESEARCH IN THE BRAIN SCIENCES,N/A
 Solomon H. Snyder,Essay Editors,Evaluation Review
 Solomon H. Snyder,485 Phenotypic checkpoints regulate neuronal development,N/A
 Solomon H. Snyder,"IIPl!{! i,'II",Journal of Environmental Chemical Engineering
 Solomon H. Snyder,NILS-ERIK B. AND& BURTONANGRIST JULIUSAXELROD Ross J. BALDESSARXNI JACKBARCHAS,N/A
 Barry V. L. Potter,RT-PCR,Biotechniques
 Barry V. L. Potter,Phase I Study of STX 64 (667 Coumate) in Breast Cancer Patients: The First Study of a Steroid Sulfatase Inhibitor,Clinical cancer research
 Barry V. L. Potter,www. rsc. org/chemcomm Volume 46| Number 17| 7 May 2010| Pages 2873–3036,N/A
 Barry V. L. Potter,"Elsevier Science Publishers BV, Amsterdam",N/A
 Barry V. L. Potter,Supporting Information (SI-1) for,N/A
 Rongtuan Lin,LEUCINE-RESPONSIVE REGULATORY PROTEIN: A,Microbiological reviews
 Rongtuan Lin,Transcriptional Profiling of Interferon,Journal of virology
 Rongtuan Lin,JMCB,"Journal of Money, Credit and Banking"
 Rongtuan Lin,V. Business Activities,Journal of economics and sustainable development
 Rongtuan Lin,"Benjamin R. tenOever, Sonia Sharma, Wen Zou, Qiang Sun",Journal of virology
 Jinxiang Yuan,遗传病与性别,N/A
 Jinxiang Yuan,B细胞淋巴瘤/白血病－2蛋白家族与细胞凋亡,N/A
 Jinxiang Yuan,线粒体与细胞凋亡,N/A
 Jinxiang Yuan,质体的遗传,N/A
 Jinxiang Yuan,玉米茎尖培养研究(Ⅰ)——胚状体和丛生芽发生的扫描电镜观察,N/A
 Jeffery Meier,"90. Maier R, Moser G, Chen GB, Ripke S; Cross-Disorder Working Group of the Psychiatric Genomics Consortium, Coryell W, Potash JB, Scheftner WA, Shi J, Weissman MM, Hultman CM …",Am. J. Hum. Genet
 Jeffery Meier,Wissenschaftliche Arbeiten 2010,N/A
 Jeffery Meier,"Full text or abstracts of the following articles, which are currently “in press” in Biological Psychiatry, are available on our website now...",N/A
 Jeffery Meier,ON THE INTERNET,N/A
 Jeffery Meier,A voxel-by-voxel analysis of F setoperone PET data shows no substantial serotonin 5-HT receptor,Psychiatry Research: Neuroimaging
 Matthew B. Reeves,Viral nucleic acid for the treatment of neurodegenerative disorders,N/A
 Matthew B. Reeves,Viral nucleic acid for the treatment of neurodegenerative disorders,N/A
 Matthew B. Reeves,The control of human cytomegalovirus latency and reactivation by chromatin remodelling,N/A
 Matthew B. Reeves,Characterisation of B. 1.1. 7 and Pangolin coronavirus spike provides insights on the evolutionary trajectory of SARS-CoV-2.,N/A
 Nget Hong Tan,Synthetic studies on enzyme inhibitors,Chemical Society Reviews
 Nget Hong Tan,LIST OF CONTENTS,N/A
 Nget Hong Tan,List of contents,N/A
 Nget Hong Tan,"Manuscript: Assessing SABU (Serum Anti Bisa Ular), the sole Indonesian antivenom: A proteomic analysis and neutralization efficacy study",Scientific reports
 Nget Hong Tan,DNA Barcode Markers for Two New Species of Tiger Milk Mushrooms: Lignosus tigris and Lignosus cameronensis,International Journal of Agriculture and Biology
