x-coordinate,y-coordinate,Similarity_score
 10.1083%jcb.201201133html,10.1002%ijc.27627html,0.04838709677419355
 10.1083%jcb.201201133html,10.1002%ijc.27730html,0.04838709677419355
 10.1083%jcb.201201133html,10.1002%ijc.27863html,0.04838709677419355
 10.1083%jcb.201201133html,10.1002%ijc.27917html,0.04838709677419355
 10.1083%jcb.201201133html,10.1002%ijc.27927html,0.04838709677419355
 10.1083%jcb.201201133html,10.1002%ijc.27989html,0.21052631578947367
 10.1083%jcb.201201133html,10.1002%ijc.28001html,0.15
 10.1083%jcb.201201133html,10.1002%ijc.28032html,0.15
 10.1083%jcb.201201133html,10.1002%ijc.28280html,0.15
 10.1083%jcb.201201133html,10.1002%ijc.28289html,0.15
 10.1083%jcb.201201133html,10.1016%j.ccell.2014.09.008html,0.04838709677419355
 10.1083%jcb.201201133html,10.1016%j.ccr.2012.10.003html,0.04838709677419355
 10.1083%jcb.201201133html,10.1016%j.ccr.2013.02.018html,0.04838709677419355
 10.1083%jcb.201201133html,10.1016%j.ccr.2013.04.019html,0.04838709677419355
 10.1083%jcb.201201133html,10.1016%j.ccr.2013.12.007html,0.04838709677419355
 10.1083%jcb.201201133html,10.1016%j.cyto.2003.11.014html,0.04838709677419355
 10.1083%jcb.201201133html,10.1016%j.cyto.2004.11.009html,0.04838709677419355
 10.1083%jcb.201201133html,10.1016%j.cyto.2004.12.015html,0.04838709677419355
 10.1083%jcb.201201133html,10.1016%j.cyto.2005.12.007html,0.04838709677419355
 10.1083%jcb.201201133html,10.1016%j.cyto.2006.07.009html,0.04838709677419355
 10.1083%jcb.201201133html,10.1016%j.cyto.2006.12.003html,0.04838709677419355
 10.1083%jcb.201201133html,10.1016%j.cyto.2007.01.002html,0.04838709677419355
 10.1083%jcb.201201133html,10.1016%j.cyto.2007.04.003html,0.04838709677419355
 10.1083%jcb.201201133html,10.1016%j.cyto.2008.01.001html,0.04838709677419355
 10.1083%jcb.201201133html,10.1016%j.cyto.2008.02.005html,0.04838709677419355
 10.1083%jcb.201201133html,10.1016%j.cyto.2008.06.003html,0.04838709677419355
 10.1083%jcb.201201133html,10.1016%j.cyto.2008.06.007html,0.04838709677419355
 10.1083%jcb.201201133html,10.1016%j.cyto.2008.12.013html,0.04838709677419355
 10.1083%jcb.201201133html,10.1016%j.cyto.2008.12.015html,0.04838709677419355
 10.1083%jcb.201201133html,10.1016%j.cyto.2008.12.021html,0.04838709677419355
 10.1083%jcb.201201133html,10.1016%j.cyto.2009.07.004html,0.04838709677419355
 10.1083%jcb.201201133html,10.1016%j.cyto.2009.11.020html,0.1875
 10.1083%jcb.201201133html,10.1016%j.cyto.2010.09.007html,0.26666666666666666
 10.1083%jcb.201201133html,10.1016%j.cyto.2011.02.016html,0.04838709677419355
 10.1083%jcb.201201133html,10.1016%j.cyto.2011.06.005html,0.04838709677419355
 10.1083%jcb.201201133html,10.1016%j.cyto.2011.06.006html,0.04838709677419355
 10.1083%jcb.201201133html,10.1016%j.cyto.2011.08.017html,0.04838709677419355
 10.1083%jcb.201201133html,10.1016%j.cyto.2012.04.029html,0.26666666666666666
 10.1083%jcb.201201133html,10.1016%j.cyto.2012.05.021html,0.26666666666666666
 10.1083%jcb.201201133html,10.1016%j.cyto.2012.08.025html,0.04838709677419355
 10.1083%jcb.201201133html,10.1016%j.cyto.2013.04.005html,0.04838709677419355
 10.1083%jcb.201201133html,10.1016%j.cyto.2013.04.009html,0.04838709677419355
 10.1083%jcb.201201133html,10.1016%j.cyto.2014.07.249html,0.04838709677419355
 10.1083%jcb.201201133html,10.1016%j.jaut.2004.10.003html,0.04838709677419355
 10.1083%jcb.201201133html,10.1016%j.jaut.2005.09.016html,0.04838709677419355
 10.1083%jcb.201201133html,10.1016%j.jaut.2006.05.001html,0.04838709677419355
 10.1083%jcb.201201133html,10.1016%j.jaut.2007.02.007html,0.04838709677419355
 10.1083%jcb.201201133html,10.1016%j.jaut.2008.12.003html,0.04838709677419355
 10.1083%jcb.201201133html,10.1016%j.jaut.2014.02.013html,0.04918032786885246
 10.1083%jcb.201201133html,10.1016%j.lungcan.2006.06.001html,0.04838709677419355
 10.1083%jcb.201201133html,10.1016%j.lungcan.2006.06.006html,0.04838709677419355
 10.1083%jcb.201201133html,10.1016%j.lungcan.2008.05.026html,0.04838709677419355
 10.1083%jcb.201201133html,10.1016%j.lungcan.2009.06.013html,0.04838709677419355
 10.1083%jcb.201201133html,10.1016%j.lungcan.2009.10.010html,0.04838709677419355
 10.1083%jcb.201201133html,10.1016%j.lungcan.2011.01.012html,0.04838709677419355
 10.1083%jcb.201201133html,10.1016%j.lungcan.2011.10.002html,0.04838709677419355
 10.1083%jcb.201201133html,10.1016%S0169-5002(01)00212-4html,0.04838709677419355
 10.1083%jcb.201201133html,10.1016%S0169-5002(03)00239-3html,0.04838709677419355
 10.1083%jcb.201201133html,10.1038%34214html,0.04838709677419355
 10.1083%jcb.201201133html,10.1038%44188html,0.04838709677419355
 10.1083%jcb.201201133html,10.1038%nature07034html,0.04838709677419355
 10.1083%jcb.201201133html,10.1038%nature07091html,0.04838709677419355
 10.1083%jcb.201201133html,10.1038%nature08027html,0.04838709677419355
 10.1083%jcb.201201133html,10.1038%nature10539html,0.04838709677419355
 10.1083%jcb.201201133html,10.1038%nature12878html,0.04838709677419355
 10.1083%jcb.201201133html,10.1038%onc.2012.182html,0.03529411764705882
 10.1083%jcb.201201133html,10.1038%onc.2013.184html,0.04838709677419355
 10.1083%jcb.201201133html,10.1038%onc.2013.237html,0.04838709677419355
 10.1083%jcb.201201133html,10.1038%onc.2014.22html,0.04838709677419355
 10.1083%jcb.201201133html,10.1038%onc.2014.404html,0.04838709677419355
 10.1083%jcb.201201133html,10.1073%pnas.1101273108html,0.04838709677419355
 10.1083%jcb.201201133html,10.1073%pnas.1108537109html,0.04838709677419355
 10.1083%jcb.201201133html,10.1073%pnas.1202214109html,0.04838709677419355
 10.1083%jcb.201201133html,10.1073%pnas.1211179110html,0.04838709677419355
 10.1083%jcb.201201133html,10.1073%pnas.1310331110html,0.04838709677419355
 10.1083%jcb.201201133html,10.1073%pnas.1319190110html,0.04838709677419355
 10.1083%jcb.201201133html,10.1111%j.1348-0421.2004.tb03525.xhtml,0.21052631578947367
 10.1083%jcb.201201133html,10.1111%j.1348-0421.2005.tb03723.xhtml,0.21052631578947367
 10.1083%jcb.201201133html,10.1111%j.1348-0421.2010.00241.xhtml,0.04838709677419355
 10.1083%jcb.201201133html,10.1111%j.1365-2672.2010.04795.xhtml,0.04838709677419355
 10.1083%jcb.201201133html,10.1111%j.1462-2920.2008.01842.xhtml,0.04838709677419355
 10.1083%jcb.201201133html,10.1111%j.1462-2920.2012.02741.xhtml,0.04838709677419355
 10.1083%jcb.201201133html,10.1111%j.1462-2920.2012.02788.xhtml,0.04838709677419355
 10.1083%jcb.201201133html,10.1111%j.1472-765X.2012.03263.xhtml,0.04838709677419355
 10.1083%jcb.201201133html,10.1126%science.1156725html,0.07692307692307693
 10.1083%jcb.201201133html,10.1126%science.1176709html,0.075
 10.1083%jcb.201201133html,10.1126%science.1231897html,0.075
 10.1083%jcb.201201133html,10.1128%IAI.00013-12html,0.04838709677419355
 10.1083%jcb.201201133html,10.1128%IAI.00063-12html,0.04838709677419355
 10.1083%jcb.201201133html,10.1128%IAI.00156-09html,0.21052631578947367
 10.1083%jcb.201201133html,10.1128%IAI.00206-12html,0.04838709677419355
 10.1083%jcb.201201133html,10.1128%IAI.00539-13html,0.04838709677419355
 10.1083%jcb.201201133html,10.1128%IAI.00552-13html,0.15
 10.1083%jcb.201201133html,10.1128%IAI.00805-10html,0.04838709677419355
 10.1083%jcb.201201133html,10.1128%IAI.00913-08html,0.21052631578947367
 10.1083%jcb.201201133html,10.1128%IAI.00956-09html,0.21052631578947367
 10.1083%jcb.201201133html,10.1128%IAI.01008-13html,0.21052631578947367
 10.1083%jcb.201201133html,10.1128%IAI.01165-12html,0.04838709677419355
 10.1083%jcb.201201133html,10.1128%IAI.01192-08html,0.21052631578947367
 10.1083%jcb.201201133html,10.1128%IAI.01203-10html,0.21052631578947367
 10.1083%jcb.201201133html,10.1128%IAI.01769-14html,0.21052631578947367
 10.1083%jcb.201201133html,10.1128%IAI.05798-11html,0.04838709677419355
 10.1083%jcb.201201133html,10.1128%IAI.06056-11html,0.15
 10.1083%jcb.201201133html,10.1128%IAI.06230-11html,0.21052631578947367
 10.1083%jcb.201201133html,10.1128%IAI.06295-11html,0.21052631578947367
 10.1083%jcb.201201133html,10.1128%IAI.68.1.72-79.2000html,0.21052631578947367
 10.1083%jcb.201201133html,10.1128%IAI.69.10.6131–6139.2001html,0.04838709677419355
 10.1083%jcb.201201133html,10.1128%IAI.71.2.766–773.2003html,0.04838709677419355
 10.1083%jcb.201201133html,10.1128%IAI.71.2.948-955.2003html,0.21052631578947367
 10.1083%jcb.201201133html,10.1128%IAI.71.3.1209–1216.2003html,0.04838709677419355
 10.1083%jcb.201201133html,10.1128%IAI.72.3.1223-1229.2004html,0.21052631578947367
 10.1083%jcb.201201133html,10.1128%IAI.73.3.1386-1398.2005html,0.15
 10.1083%jcb.201201133html,10.1128%IAI.73.3.1754–1763.2005html,0.04838709677419355
 10.1083%jcb.201201133html,10.1128%IAI.74.2.1148-1155.2006html,0.21052631578947367
 10.1083%jcb.201201133html,10.1128%JCM.00001-09html,0.21052631578947367
 10.1083%jcb.201201133html,10.1128%JCM.00418-06html,0.21052631578947367
 10.1083%jcb.201201133html,10.1128%JCM.41.6.2341-2347.2003html,0.21052631578947367
 10.1083%jcb.201201133html,10.1128%JCM.41.8.3584-3591.2003html,0.15
 10.1083%jcb.201201133html,10.1128%JCM.42.12.5885-5888.2004html,0.21052631578947367
 10.1083%jcb.201201133html,10.1128%JCM.42.2.665-669.2004html,0.21052631578947367
 10.1083%jcb.201201133html,10.1128%JCM.42.3.1082-1088.2004html,0.21052631578947367
 10.1083%jcb.201201133html,10.1128%JCM.43.7.3512-3515.2005html,0.15
 10.1083%jcb.201201133html,10.1128%JCM.43.8.4002-4009.2005html,0.15
